Intel(R) HD Graphics 520
1,32,1
685444.8362809358,699838.3544424629,755009.1538480715,851049.7319466461,811986.9287076556,870298.9169525316,870305.2281769741,850404.4673472987,842855.2971452664,836434.6502318787,791827.0832778246
662625.0579738951,677574.5257452574,736993.3677229182,821707.3371128092,780413.5778384706,833277.787035494,333800.6074563599,818747.4416700777,819754.0983606557,812957.2427247602,770849.391089872
1,32,2
1661187.3492964245,1426631.0051938258,1606721.8257145179,1377087.4193187593,1655207.5697172675,1606001.53959279,1740774.564850457,1738416.9021723634,1740660.9479802484,1740900.823214242,1740597.833905063
1590236.921609159,1392799.9442935728,1567800.5957046556,1317394.4543239148,1602595.9458376733,1544794.562866852,1657853.2946539577,1656891.9814446652,1664890.9605460293,1664752.3928422802,1665029.551319404
1,32,4
3268291.4754098947,2894499.9378933897,3043723.1019901396,3176088.6579091656,2940617.4666745123,3475902.3387470734,3262294.651070539,3272212.4003931754,3477136.0085157854,3481220.9127078964,3481296.649598103
3173913.0434782607,2813418.665166327,2860288.8602888603,3084110.708503585,2856408.425562299,3377289.9957788093,3169135.7046660855,3167880.8995882166,3337282.0555601898,3327566.1287639327,3327289.362056059
1,32,8
5978987.541330819,6097033.342219862,5994105.4128595255,5987600.970385422,6350202.658866618,6887225.098450977,6838171.836779567,6878442.197715746,6852520.8259238275,6886632.2877693325,6878392.918853159
5804410.911201392,5909446.78336657,5354929.38892979,5763434.663593142,6041075.203865902,6514248.493730663,6458508.233774621,6495210.261406073,6475758.802104411,6514778.9267974915,6499959.379315947
1,32,16
12488372.588262953,12153547.142623015,11399835.43673288,10831695.665508717,12207245.268904788,13163864.020447958,13485684.754324263,13479058.254353726,13480193.763241673,13479247.492550144,13479342.113640962
12024949.274817765,10942013.129102843,11075304.54042082,10571881.606765326,11827629.536551112,12609613.869188337,12834135.38658967,12542404.765637245,12697667.036978258,12677547.139914436,12811529.223378701
1,32,32
22901232.96956031,22045034.709267978,24674252.535256393,24260874.3215081,23916694.867148146,23803439.74511551,24632155.484558053,26234744.86356241,26234386.436029226,26285021.57062302,26242812.073154114
22246072.570554703,21503191.56084123,23958077.556520436,23561216.226165056,22971002.0097617,23030512.377662636,23875857.952849895,25331011.55611841,25341040.462427747,25339034.045922406,25239116.7192429
1,32,64
42340845.42344652,40489613.613189876,44182641.26732834,40428448.15745924,44929300.5866811,47688459.8675969,47631974.12262031,47684018.967294484,47685203.12650099,47680466.84252117,47681946.83019352
41230610.66735377,39497932.736809626,43020836.13388896,39342553.32226934,43610002.04401445,46041145.15896993,45961798.07554215,45128957.202284425,45192685.16557226,45343156.701615185,45148056.71157508
1,32,128
36222579.3321444,40116779.51747297,36810644.853491105,43727860.650127485,44200693.57484789,44216978.723913796,44168413.2261147,44202346.98799175,44135165.536749005,44095384.95168896,44145692.78364764
