GeForce GTX 1060
32,1,1
16455155.18148343,16630116.959064329,16568458.686440678,14290201.005025124,16446503.680336488,16568458.686440678,16033444.387493594,16568458.686440678,16568458.686440678,16568458.686440678,16377617.80104712,16568458.686440678,16411988.457502622,16568458.686440678,16429227.941176472,16568458.686440678,16429227.941176472,16568458.686440678,16437861.2716763,16568458.686440678,14167232.789855074,16568458.686440678,16586028.632025452,16568458.686440678,16411988.457502622,16568458.686440678,16568458.686440678,16638962.765957447,16455155.18148343,16568458.686440678,16594827.586206896,16568458.686440678,16455155.18148343,16411988.457502622,16568458.686440678,16568458.686440678,16621280.552603614,16568458.686440678,16612453.531598512,16334856.396866841,16568458.686440678,16621280.552603614,16334856.396866841,16437861.2716763,16360486.40167364,16446503.680336488,15766759.072580645,16369047.61904762,16559687.665431447,16429227.941176472,16594827.586206896,16568458.686440678,13209987.331081081,16429227.941176472,16394785.115303982,16612453.531598512,16568458.686440678,16568458.686440678,16612453.531598512,16656682.641107563,16568458.686440678,16507255.936675461,16326330.897703549,16621280.552603614,16568458.686440678,16334856.396866841,16568458.686440678,16446503.680336488,16437861.2716763,16116048.428645028,16568458.686440678,16403382.275825905,16630116.959064329,16621280.552603614,16568458.686440678,16568458.686440678,16394785.115303982,16586028.632025452,15133647.79874214,16420603.674540682,16429227.941176472,16568458.686440678,16594827.586206896,16568458.686440678,16420603.674540682,16603635.881104035,16568458.686440678,16568458.686440678,16568458.686440678,16647817.988291645,16630116.959064329,16411988.457502622,16568458.686440678,16586028.632025452,16594827.586206896,16630116.959064329,16568458.686440678,16568458.686440678,16568458.686440678,16612453.531598512,16568458.686440678
2290617.8489702516,3177777.7777777775,3549645.3900709217,3512280.7017543856,3128124.9999999995,3574999.9999999995,3303630.363036304,3562277.5800711736,4352173.9130434785,4277777.777777777,4529411.764705882,5296296.296296296,5324468.085106382,5324468.085106382,3693726.9372693724,2490049.751243781,1599041.5335463258,4036290.322580645,5055555.555555555,5186528.497409326,4259574.468085106,5107142.857142856,5186528.497409326,5005000,407739.30753564154,4634259.259259259,5133333.333333333,5186528.497409326,4085714.285714286,4612903.225806451,5005000,5213541.666666667,5186528.497409326,3666666.6666666665,5213541.666666667,5213541.666666667,4153526.9709543567,4699530.516431925,4468750,4931034.48275862,5213541.666666667,5352941.176470589,4655813.953488372,4677570.093457944,5081218.274111675,5005000,3894941.6342412448,4955445.544554455,4789473.684210527,4699530.516431925,3972222.222222222,3988047.8087649397,4241525.423728813,5296296.296296296,5268421.052631578,5381720.430107527,5081218.274111675,5324468.085106382,5819767.441860465,4744075.829383886,5133333.333333333,5324468.085106382,4812500,4591743.119266055,2234375,1566510.1721439748,3864864.864864865,3487804.87804878,3626811.594202898,3835249.042145594,4789473.684210527,5888235.294117646,4333333.333333333,4390350.8771929825,3079999.9999999995,2988059.7014925373,4468750,5081218.274111675,4570776.255707762,5888235.294117646,5530386.740331491,5958333.333333333,5719999.999999999,5888235.294117646,5923076.923076923,5958333.333333333,5958333.333333333,5030150.753768844,6103658.536585365,5296296.296296296,5958333.333333333,5592178.770949721,4744075.829383886,5623595.505617978,5888235.294117646,5923076.923076923,5958333.333333333,5530386.740331491,5030150.753768844,6141104.294478527,5888235.294117646
32,1,2
32806764.55165181,32875722.5433526,32686781.609195407,33136917.372881357,33136917.372881357,33136917.372881357,32720972.80334728,32669712.793733682,32772393.92352017,32686781.609195407,32875722.5433526,33136917.372881357,33136917.372881357,32669712.793733682,32584635.416666668,33136917.372881357,32738095.23809524,32686781.609195407,32618613.138686128,33136917.372881357,32772393.92352017,32703868.2697334,32755235.60209424,32823976.915005244,32806764.55165181,33136917.372881357,32669712.793733682,32858455.882352944,32875722.5433526,33136917.372881357,32703868.2697334,32348759.04860393,32584635.416666668,33136917.372881357,32858455.882352944,31048387.096774198,32858455.882352944,32635628.586332813,31032986.111111112,32789570.230607964,32720972.80334728,32738095.23809524,32669712.793733682,33136917.372881357,32858455.882352944,32686781.609195407,32618613.138686128,33136917.372881357,32584635.416666668,33136917.372881357,33136917.372881357,33136917.372881357,32789570.230607964,33136917.372881357,32823976.915005244,33136917.372881357,32584635.416666668,32858455.882352944,32806764.55165181,28105345.91194968,32601615.42470037,33136917.372881357,33136917.372881357,32703868.2697334,33136917.372881357,32584635.416666668,33136917.372881357,32823976.915005244,32618613.138686128,32841207.349081364,33136917.372881357,33136917.372881357,33136917.372881357,32772393.92352017,32755235.60209424,33136917.372881357,33136917.372881357,33136917.372881357,32703868.2697334,33136917.372881357,32703868.2697334,33136917.372881357,32738095.23809524,28751148.897058822,32823976.915005244,33136917.372881357,33136917.372881357,33136917.372881357,33136917.372881357,32910310.36296686,32635628.586332813,33136917.372881357,32755235.60209424,32806764.55165181,33136917.372881357,33136917.372881357,33136917.372881357,32652661.795407098,32652661.795407098,33136917.372881357,33136917.372881357
7729729.72972973,8858407.079646017,8704347.826086957,8742358.07860262,8629310.344827585,9058823.529411765,8238683.127572017,8138211.382113821,9311627.906976745,9268518.518518519,9311627.906976745,9399061.03286385,8977578.475336323,9225806.451612903,10319587.62886598,6585526.315789473,10592592.592592591,10319587.62886598,10373056.994818652,10162436.54822335,9910891.08910891,10481675.392670156,10427083.333333334,10427083.333333334,8238683.127572017,10373056.994818652,10536842.105263157,10427083.333333334,9058823.529411765,9268518.518518519,10373056.994818652,623870.3645995638,5752873.56321839,9183486.23853211,7526315.789473684,5655367.2316384185,7470149.253731343,6607260.726072608,8937500,8629310.344827585,9862068.96551724,7470149.253731343,9960199.004975123,9311627.906976745,10010000,9399061.03286385,10536842.105263157,10592592.592592591,10536842.105263157,9862068.96551724,10214285.714285713,6500000,5719999.999999999,7729729.72972973,8411764.705882352,8483050.847457627,6375796.178343949,9910891.08910891,11707602.339181285,9813725.490196077,10162436.54822335,7526315.789473684,9488151.658767773,10111111.11111111,9671497.584541062,9225806.451612903,9813725.490196077,10319587.62886598,10427083.333333334,10373056.994818652,10427083.333333334,10536842.105263157,10481675.392670156,10536842.105263157,9141552.511415524,9718446.601941746,10705882.352941178,9813725.490196077,10705882.352941178,10319587.62886598,9765853.658536585,10481675.392670156,10880434.782608695,10111111.11111111,9443396.226415094,10214285.714285713,10060301.507537687,11846153.846153846,10592592.592592591,11639534.88372093,9960199.004975123,11060773.480662983,11707602.339181285,10821621.621621622,11916666.666666666,11916666.666666666,11776470.588235293,11776470.588235293,11916666.666666666,11310734.463276837,8977578.475336323
32,1,4
65169270.833333336,65339425.587467365,65407736.5394668,65237226.277372256,65271257.172665626,65407736.5394668,64331619.53727506,65579140.46121593,65613529.10330362,65203230.84940074,66273834.74576271,65716911.76470589,66273834.74576271,66273834.74576271,65579140.46121593,65169270.833333336,66273834.74576271,65579140.46121593,65441945.60669456,65716911.76470589,65339425.587467365,66273834.74576271,65339425.587467365,65203230.84940074,65271257.172665626,65271257.172665626,65305323.590814196,65407736.5394668,65169270.833333336,66273834.74576271,65203230.84940074,65476190.47619048,66273834.74576271,65613529.10330362,66273834.74576271,65305323.590814196,65271257.172665626,66273834.74576271,66273834.74576271,65579140.46121593,65237226.277372256,65510471.20418848,65169270.833333336,65647953.83001049,65339425.587467365,65237226.277372256,65751445.0867052,65476190.47619048,65203230.84940074,65169270.833333336,66273834.74576271,65305323.590814196,65237226.277372256,66273834.74576271,66273834.74576271,66273834.74576271,66273834.74576271,66273834.74576271,65169270.833333336,65169270.833333336,65786014.72134595,65682414.69816273,65305323.590814196,66273834.74576271,62158469.94535519,61245717.08272148,66273834.74576271,65169270.833333336,65169270.833333336,65510471.20418848,66273834.74576271,65169270.833333336,65751445.0867052,65441945.60669456,66273834.74576271,65441945.60669456,65271257.172665626,66273834.74576271,65339425.587467365,65647953.83001049,65682414.69816273,65441945.60669456,65820620.72593372,65820620.72593372,66273834.74576271,65373563.218390815,66273834.74576271,66273834.74576271,65716911.76470589,65169270.833333336,66273834.74576271,66273834.74576271,66273834.74576271,65407736.5394668,65820620.72593372,66273834.74576271,65786014.72134595,66273834.74576271,65203230.84940074,65237226.277372256,65441945.60669456
13759450.171821307,16342857.142857144,18366972.47706422,15579766.536964979,14249110.320284694,11060773.480662983,7744680.85106383,14049122.807017542,18710280.373831775,16409836.06557377,18976303.317535546,18976303.317535546,19066666.666666664,16894514.76793249,20533333.333333332,19627450.980392154,20963350.785340313,20963350.785340313,17875000,15052631.578947367,20639175.25773196,21073684.210526314,20120603.015075374,18283105.02283105,20533333.333333332,19436893.20388349,17638766.519823786,18710280.373831775,20639175.25773196,21526881.72043011,20854166.666666668,19157894.736842107,21879781.420765027,20428571.428571425,21073684.210526314,19724137.93103448,19436893.20388349,23415204.67836257,23552941.176470585,23692307.692307692,23692307.692307692,20963350.785340313,1169051.0948905107,13346666.666666668,14613138.686131384,14940298.507462686,18623255.81395349,20020000,19724137.93103448,15701960.784313723,21526881.72043011,23692307.692307692,23692307.692307692,20854166.666666668,18537037.037037037,21879781.420765027,23692307.692307692,23692307.692307692,23011494.25287356,20963350.785340313,23692307.692307692,21526881.72043011,21526881.72043011,20854166.666666668,16683333.333333332,7293260.473588343,12591194.968553457,16545454.545454545,20639175.25773196,20963350.785340313,21073684.210526314,20533333.333333332,21073684.210526314,21526881.72043011,19821782.17821782,17111111.11111111,19821782.17821782,20963350.785340313,21411764.705882356,20963350.785340313,20324873.0964467,22750000,16409836.06557377,16080321.285140563,15952191.235059759,15952191.235059759,16276422.764227642,16145161.29032258,15888888.888888888,18798122.0657277,21526881.72043011,22368715.083798885,23692307.692307692,14829629.629629629,24414634.14634146,23692307.692307692,23692307.692307692,23692307.692307692,19821782.17821782,23692307.692307692,22879999.999999996
32,1,8
116939252.33644861,130747126.43678163,132547669.49152543,132547669.49152543,130338541.66666667,131364829.39632545,130747126.43678163,132547669.49152543,131364829.39632545,131020942.40837696,130338541.66666667,130542514.34533125,132547669.49152543,130952380.95238096,120486278.28598942,131502890.1734104,132547669.49152543,130747126.43678163,131158280.92243186,130747126.43678163,131158280.92243186,132547669.49152543,131089575.69408068,132547669.49152543,108615451.38888888,131433823.52941178,131227058.20660724,131089575.69408068,113646684.83197095,128597122.3021583,131502890.1734104,131572029.4426919,131641241.45186745,130338541.66666667,130542514.34533125,131779884.1495524,132547669.49152543,132547669.49152543,132547669.49152543,130338541.66666667,130474452.55474451,130406461.69880147,130406461.69880147,130338541.66666667,130338541.66666667,132547669.49152543,130747126.43678163,130747126.43678163,130610647.18162839,130542514.34533125,130747126.43678163,132547669.49152543,130338541.66666667,132547669.49152543,130338541.66666667,131502890.1734104,132547669.49152543,131295907.66002098,115004595.58823529,131020942.40837696,131295907.66002098,132547669.49152543,130338541.66666667,131020942.40837696,132547669.49152543,130338541.66666667,131020942.40837696,131364829.39632545,130747126.43678163,132547669.49152543,131227058.20660724,130542514.34533125,131295907.66002098,130678851.17493473,131020942.40837696,130678851.17493473,130952380.95238096,131158280.92243186,130338541.66666667,131158280.92243186,131433823.52941178,131364829.39632545,131433823.52941178,131227058.20660724,132547669.49152543,132547669.49152543,130338541.66666667,130815473.0789336,131020942.40837696,131089575.69408068,130610647.18162839,131158280.92243186,130338541.66666667,130542514.34533125,131572029.4426919,130474452.55474451,130338541.66666667,132547669.49152543,132547669.49152543,131433823.52941178,131364829.39632545
