Intel(R) HD Graphics 520
32,1,1
1536238.400045061,1536612.1232480628,1536159.7446389787,1536553.1022331503,1522286.236791357,1425783.565394131,1457488.0383026912,1519530.0082289213,1519260.703976507,1536120.4199562278,1533235.5577831746
1449000.2897710807,1458296.879556722,1435481.5559064157,1437958.3033788642,1252473.3876017532,1340796.353398579,1370375.445327487,1440028.7976961841,1436099.942561746,1207267.0207629162,1390572.8587319243
32,1,2
2900428.494953059,2935582.40912676,3005534.1167759034,3072280.1640918567,3010245.8124290206,2966897.320179484,2874137.370675357,2927454.965786982,2967410.833630131,2952772.3661529426,2953680.7661523744
2685553.168635875,2746018.671059857,2865205.557942988,2919573.784848927,2515658.4077474526,2789290.196625296,2764234.3836373687,2755475.9608761533,2782306.301293643,2810453.842911339,2773817.77839412
32,1,4
6145110.923074807,6144953.600180244,6144953.600180244,6124804.411948262,6125038.854222403,6144953.600180244,6133412.380534584,6146448.492992251,6119807.2486637365,6145425.593031822,6132472.153802769
5736162.890737023,5778419.760219558,5765926.780051888,5876891.435287204,5062515.818780055,5723851.767062526,5751006.32547441,5672716.959727736,5613020.906412235,5647092.0383963855,5496564.990381973
32,1,8
12171342.516662378,12171188.220521044,11990905.848697519,11727126.42481204,11702255.380032197,11056981.762476524,11554799.44156842,11832487.1569165,11701399.639236582,11697550.35392816,11904080.9442843
11437884.203002144,11371233.655486071,10964505.961353982,10560718.057022175,10401456.05824233,9390610.328638498,10539849.822157817,11185236.963511812,11119944.405837387,11021903.843504613,11116854.244824233
32,1,16
22344011.738680482,22343491.747716118,22343751.740172952,22326864.806273233,22342971.780953705,22376559.271890312,22344011.738680482,22348432.639270067,22346612.05659067,22349473.10542411,22333356.759193793
21152148.050231326,21182949.430765156,20730146.392019693,21406822.742474914,20892544.718631674,19972041.937094357,21140969.74501255,21129803.24838241,21225096.166600343,21104721.709311526,20746272.52690263
32,1,32
41696789.047017425,38985659.65807292,38549324.56960187,40086839.122329876,39600319.26084457,40449100.11793738,40806258.0259629,39851809.86849696,40434620.24466136,40643017.44713726,40591896.85654208
38933333.33333333,35817795.18746503,33413238.67195657,36671479.31706199,33772899.95778809,38740104.10361941,38669888.83518608,37819900.7326873,38226469.18299092,38217339.38380702,37690731.36261924
32,1,64
54318499.06434016,51969273.13640443,50094234.69574761,43124873.52023454,51008771.023621604,51574598.949779704,53147695.94925817,54285866.80987004,54319651.50774323,54410078.44150386,54416246.11718746
52511608.82763147,50347203.649807274,48777930.19356805,42312685.92582799,49856987.069637015,50220792.467634365,50875447.102774024,50871403.59243363,50944285.259471506,51074369.6137887,50734305.64362714
32,1,128
62135849.16792645,62656154.82287929,61747718.65258376,58611022.939822294,60437565.934972584,60413797.1644248,60954849.8761578,60214167.07062586,60496355.02622727,60549052.82272634,60381738.964143366
60494683.616086185,61220851.2673362,57253365.53513126,55151781.48291758,59435787.90974092,59314614.03021036,59746476.243815914,59106473.3585742,59325609.416998796,59460634.49300943,59320111.214087114
32,1,256
59730221.07367045,63045475.21901422,60778675.259161994,61716213.06909724,63310373.811311774,62720749.98372854,63029566.435280524,63402483.19715786,63704325.91322757,63531493.398911424,62888550.01449146
